 # 1.Target node 2.Generation 3.Max point 4.Mean distance
         125           5   2.1093750000000009        2.5776533534177060     
         149           5   2.1093750000000009        2.5843777907824212     
         163           6   2.1093750000000009        2.6352346716961059     
         147           4   2.1093750000000009        2.5365159349636137     
         155           5   2.1093750000000009        2.5520458078098578     
         146           7   2.1093750000000009        2.6503237227234298     
         162           7   2.1093750000000009        2.6441929153966246     
         139           8   2.1093750000000009        2.6297973851523051     
         144           9   2.1093750000000009        2.6370567736848534     
         166           4   2.1093750000000009        2.5803131770900403     
         167           4   2.1093750000000009        2.5954482918625774     
         165           8   2.1093750000000009        2.6519060822203429     
         132           9   2.1093750000000009        2.6348560189450319     
         141          10   2.1093750000000009        2.6373607400734334     
         148          10   2.1093750000000009        2.6373607400734334     
         161          10   2.1093750000000009        2.6509659110538966     
         156           6   2.1093750000000009        2.5525139246803095     
         160           6   2.1093750000000009        2.5525139246803095     
         153          11   2.1093750000000009        2.6711857367337473     
         157          11   2.1093750000000009        2.6768410609614595     
         164           6   2.1093750000000009        2.6330110387396584     
         134           3   2.1093750000000009        2.5453179937201527     
