   7.2656249999999991        4.0058666742932722E-004   4.1621331161352727E-004
   7.0312499999999991        4.1838062957264639E-004   4.1648802257778238E-004
   6.7968749999999991        4.0030502863847798E-004   4.1626352930216649E-004
   6.5624999999999991        4.1886253868036403E-004   4.1657824842005907E-004
   6.3281249999999991        3.9972824187393702E-004   4.1652465824358853E-004
   6.0937499999999991        4.1981178783698887E-004   4.1713638253080063E-004
   5.8593749999999991        3.9888494657526610E-004   4.1797980103148774E-004
   5.6249999999999991        4.2164791815110558E-004   4.2061785493677949E-004
   5.3906249999999991        3.9815391842120556E-004   4.2698795361890014E-004
   5.1562499999999991        4.2594133774886869E-004   4.4366421928395625E-004
   4.9218749999999991        4.0008804760105135E-004   4.8810891961506483E-004
   4.6874999999999991        4.4037514906602380E-004   6.0709597937638944E-004
   4.4531249999999991        4.2154361554628872E-004   9.3306272257633863E-004
   4.2187499999999991        5.1223129077031585E-004   1.8238672339304113E-003
   3.9843749999999991        5.8330270573084058E-004   4.2462931112548811E-003
   3.7499999999999991        9.8254228499109072E-004   1.0605153157843260E-002
   3.5156249999999991        1.8215526951687133E-003   2.6186715802197284E-002
   3.2812499999999991        4.4868730856004856E-003   5.9749529683041515E-002
   3.0468749999999991        1.1360365039530059E-002  0.11784435855188309     
   2.8124999999999991        3.0377101478614141E-002  0.18647219758886660     
   2.5781249999999991        8.4120186308220324E-002  0.21770155141955475     
   2.3437499999999991       0.25857146646228080       0.15727587722629968     
   2.1093749999999991       0.60853807103627999        5.2074151624178201E-002
   1.8749999999999991       0.77067886628762006        1.0415215475742168E-002
   1.6406249999999991       0.79167662369860625        2.7632144101268664E-003
   1.4062499999999991       0.78991851803537516        1.5277491529719293E-003
   1.1718749999999991       0.78471284897302518        1.5229621741091163E-003
  0.93749999999999911       0.78009439666894775        1.7618094009741860E-003
  0.70312499999999911       0.77527424169187498        2.1292044879731081E-003
  0.46874999999999911       0.77183773328777250        2.4504384181599287E-003
  0.23437499999999911       0.76925539376851293        2.7059059668937220E-003
  -8.8817841970012523E-016  0.76864477006610543        2.7790111989800252E-003
 -0.23437500000000089       0.76925539133190524        2.7059062270780973E-003
 -0.46875000000000089       0.77183772876748735        2.4504388638587429E-003
 -0.70312500000000089       0.77527423532615636        2.1292050415970499E-003
 -0.93750000000000089       0.78009438962790900        1.7618098715028222E-003
  -1.1718750000000009       0.78471284118089368        1.5229624627901659E-003
  -1.4062500000000009       0.78991851222662390        1.5277485613328975E-003
  -1.6406250000000009       0.79167662585276555        2.7632102986075578E-003
  -1.8750000000000009       0.77067896291442428        1.0415188941183526E-002
  -2.1093750000000009       0.60853853905360233        5.2074028299310633E-002
  -2.3437500000000009       0.25857188187200530       0.15727571837508411     
  -2.5781250000000009        8.4120324272206892E-002  0.21770153769893541     
  -2.8125000000000009        3.0377145411096713E-002  0.18647228791665274     
  -3.0468750000000009        1.1360381239985612E-002  0.11784446134274125     
  -3.2812500000000009        4.4868790432918580E-003   5.9749597885460443E-002
  -3.5156250000000009        1.8215548642158321E-003   2.6186750083263502E-002
  -3.7500000000000009        9.8254308016497514E-004   1.0605167731182240E-002
  -3.9843750000000009        5.8330298292364629E-004   4.2462988092892232E-003
  -4.2187500000000009        5.1223140762609069E-004   1.8238693302216086E-003
  -4.4531250000000009        4.2154364908642754E-004   9.3306350437810269E-004
  -4.6875000000000009        4.4037517301104468E-004   6.0709625157274582E-004
  -4.9218750000000009        4.0008804850094962E-004   4.8810903081928563E-004
  -5.1562500000000009        4.2594134612685840E-004   4.4366425191011861E-004
  -5.3906250000000009        3.9815391533089761E-004   4.2698797348971444E-004
  -5.6250000000000009        4.2164792262338371E-004   4.2061785647164130E-004
  -5.8593750000000009        3.9888494371294401E-004   4.1797980674974998E-004
  -6.0937500000000009        4.1981179061933001E-004   4.1713638065337771E-004
  -6.3281250000000009        3.9972823983639295E-004   4.1652466084555166E-004
  -6.5625000000000009        4.1886254036535938E-004   4.1657824686275937E-004
  -6.7968750000000009        4.0030502744841799E-004   4.1626353062029889E-004
  -7.0312500000000009        4.1838063037539326E-004   4.1648802179021299E-004
  -7.2656250000000009        4.0058666703965217E-004   4.1621331202802632E-004
  -7.5000000000000009        4.1823111901919112E-004   4.1647625399440276E-004
