          21
   7.2656249999999991        2.3011247958661346E-004
   7.0312499999999991        2.2926107046385307E-004
   6.7968749999999991        2.3012939721303902E-004
   6.5624999999999991        2.2924918603778639E-004
   6.3281249999999991        2.3017754944004921E-004
   6.0937499999999991        2.2925753688969927E-004
   5.8593749999999991        2.3033120844465478E-004
   5.6249999999999991        2.2944713203138233E-004
   5.3906249999999991        2.3100306505101671E-004
   5.1562499999999991        2.3081202026725039E-004
   4.9218749999999991        2.3476287869740405E-004
   4.6874999999999991        2.3997816164957744E-004
   4.4531249999999991        2.5929161589599900E-004
   4.2187499999999991        3.0462052069847470E-004
   3.9843749999999991        4.3536283749346516E-004
   3.7499999999999991        7.8472829351314245E-004
   3.5156249999999991        1.7457154169429488E-003
   3.2812499999999991        4.2642977664807862E-003
   3.0468749999999991        1.0448763978928377E-002
   2.8124999999999991        2.3709766934467972E-002
   2.5781249999999991        4.6657737494919783E-002
   2.3437499999999991        7.4485827643189270E-002
   2.1093749999999991        9.0311342851071993E-002
   1.8749999999999991        7.5822267368824636E-002
   1.6406249999999991        3.8119550051542009E-002
   1.4062499999999991        1.0671249244196296E-002
   1.1718749999999991        2.0514114881494162E-003
  0.93749999999999911        3.5945459211843603E-004
  0.70312499999999911        7.3631234034337361E-005
  0.46874999999999911        2.7473081802837473E-005
  0.23437499999999911        2.0302761615362763E-005
  -8.8817841970012523E-016   1.4923026763364356E-005
 -0.23437500000000089        2.0302772640712389E-005
 -0.46875000000000089        2.7472847024759729E-005
 -0.70312500000000089        7.3630688761705234E-005
 -0.93750000000000089        3.5944943170446441E-004
  -1.1718750000000009        2.0513842932599244E-003
  -1.4062500000000009        1.0671120899964547E-002
  -1.6406250000000009        3.8119238894789798E-002
  -1.8750000000000009        7.5822017574808095E-002
  -2.1093750000000009        9.0311355822968259E-002
  -2.3437500000000009        7.4486022039045779E-002
  -2.5781250000000009        4.6657947024955883E-002
  -2.8125000000000009        2.3709905757423107E-002
  -3.0468750000000009        1.0448834029905547E-002
  -3.2812500000000009        4.2643276255762861E-003
  -3.5156250000000009        1.7457270439316676E-003
  -3.7500000000000009        7.8473257045669849E-004
  -3.9843750000000009        4.3536442203017951E-004
  -4.2187500000000009        3.0462108010866659E-004
  -4.4531250000000009        2.5929183991796410E-004
  -4.6875000000000009        2.3997823196990966E-004
  -4.9218750000000009        2.3476291763936371E-004
  -5.1562500000000009        2.3081202554671928E-004
  -5.3906250000000009        2.3100307565610898E-004
  -5.6250000000000009        2.2944712925549579E-004
  -5.8593750000000009        2.3033121324928543E-004
  -6.0937500000000009        2.2925753400513069E-004
  -6.3281250000000009        2.3017755219291471E-004
  -6.5625000000000009        2.2924918408952246E-004
  -6.7968750000000009        2.3012939871673070E-004
  -7.0312500000000009        2.2926106950994652E-004
  -7.2656250000000009        2.3011248006947152E-004
  -7.5000000000000009        2.2926626447966893E-004
