#1. Status 2. Accuracy 3. Energy 4. Int_ene 5. Polymers ene 6.Field ene 7. Energy/volume 8. Concentration  9. Sizex 10. Volume 11.Ensemble12.Homo_Energy 13.V1 14.V2 15.NE 16.Aver. mu 17. Phibar 18. Edif 19. Con_ene
           0   9.6107400743823723E-013  -168716.04590985586       -155948.73360448785       -336.61641672130912        12430.695888646724       -49.989939528846179        9.9738197547054777E-002   15.000000000000000        3375.0000000000000                2  -168761.49463875085        4.9869098773527208E-002   4.9869098773527090E-002  -49.989939528846179        38.277858134644056        3.5500000000000002E-003   1.3466290042959843E-002   0.0000000000000000     
           0   9.9350430006048275E-013  -168720.37688734828       -155895.85235290899       -338.02659812844826        12486.497936310843       -49.991222781436527       0.10015602907509583        15.000000000000000        3375.0000000000000                2  -168761.64962150631        5.0078014537547871E-002   5.0078014537547809E-002  -49.991222781436527        38.290703346185481        3.5999999999999999E-003   1.2228958269046551E-002   0.0000000000000000     
           0   9.8364019155014502E-013  -168724.66074753052       -155843.82712926989       -339.41303997703682        12541.420578283580       -49.992492073342376       0.10056682665986301        15.000000000000000        3375.0000000000000                2  -168761.80441325536        5.0283413329931428E-002   5.0283413329931442E-002  -49.992492073342376        38.303355763789476        3.6500000000000000E-003   1.1005530585138196E-002   0.0000000000000000     
           0   9.7564720847384538E-013  -168728.89843322078       -155792.62583526265       -340.77664438241538        12595.495953575723       -49.993747683917270       0.10097085759479016        15.000000000000000        3375.0000000000000                2  -168761.95901403751        5.0485428797394885E-002   5.0485428797395059E-002  -49.993747683917270        38.315820637234381        3.7000000000000002E-003   9.7957276494018038E-003   0.0000000000000000     
           0   9.6937316739378584E-013  -168733.09086134110       -155742.21915222157       -342.11823565796908        12648.753473461573       -49.994989884841807       0.10136836612088015        15.000000000000000        3375.0000000000000                2  -168762.11342389285        5.0684183060439911E-002   5.0684183060439890E-002  -49.994989884841807        38.328103004885811        3.7499999999999999E-003   8.5992777931107271E-003   0.0000000000000000     
           0   9.6468713052551919E-013  -168737.23892346813       -155692.57941872350       -343.43859114507791        12701.220913599564       -49.996218940286852       0.10175958256150508        15.000000000000000        3375.0000000000000                2  -168762.26764287113        5.0879791280752325E-002   5.0879791280752935E-002  -49.996218940286852        38.340207704897900        3.8000000000000000E-003   7.4159168601467236E-003   0.0000000000000000     
           0   9.6147480295200352E-013  -168741.34348654127       -155643.68050102139       -344.73844490118933        12752.924540618695       -49.997435107123337       0.10214472441516649        15.000000000000000        3375.0000000000000                2  -168762.42167101207        5.1072362207583551E-002   5.1072362207583412E-002  -49.997435107123337        38.352139385682761        3.8500000000000001E-003   6.2453879913470399E-003   0.0000000000000000     
           0   9.5963772196855253E-013  -168745.40539357741       -155595.49767639965       -346.01849101947960        12803.889226158284       -49.998638635134050       0.10252399733910497        15.000000000000000        3375.0000000000000                2  -168762.57550835592        5.1261998669552521E-002   5.1261998669552493E-002  -49.998638635134050        38.363902515704282        3.8999999999999998E-003   5.0874414158536604E-003   0.0000000000000000     
           0   9.5908837082357435E-013  -168749.42546437710       -155548.00752788200       -347.27938662466522        12854.138549870440       -49.999829767222842       0.10289759603693749        15.000000000000000        3375.0000000000000                2  -168762.72915494797        5.1448798018468807E-002   5.1448798018468425E-002  -49.999829767222842        38.375501392648111        3.9500000000000004E-003   3.9418342432214152E-003   0.0000000000000000     
           0   9.5975203368295001E-013  -168753.40449622617       -155501.18784896607       -348.52175458292180        12903.694892677167       -50.001008739622570       0.10326570506160626        15.000000000000000        3375.0000000000000                2  -168762.88261083720        5.1632852530803068E-002   5.1632852530803137E-002  -50.001008739622570        38.386940152014695        4.0000000000000001E-003   2.8083302551207855E-003   0.0000000000000000     
           0   9.6156181660812752E-013  -168757.34326458795       -155455.01755722106       -349.74618595915229        12952.579521407743       -50.002175782100132       0.10362849954345207        15.000000000000000        3375.0000000000000                2  -168763.03587605385        5.1814249771726155E-002   5.1814249771725933E-002  -50.002175782100132        38.398222775179015        4.0499999999999998E-003   1.6866996935999917E-003   0.0000000000000000     
           0   9.6445878093053402E-013  -168761.24252378137       -155409.47661575809       -350.95324224971671        13000.812665773561       -50.003331118157440       0.10398614585176762        15.000000000000000        3375.0000000000000                2  -168763.18895064466        5.1993072925883954E-002   5.1993072925883704E-002  -50.003331118157440        38.409353096955243        4.1000000000000003E-003   5.7671907060365710E-004   0.0000000000000000     
           0   9.6838982755407986E-013  -168765.10300764735       -155364.54596169977       -352.14345741577512        13048.413588531819       -50.004474965228844       0.10433880219726738        15.000000000000000        3375.0000000000000                2  -168763.34183465361        5.2169401098633501E-002   5.2169401098633689E-002  -50.004474965228844        38.420334812703345        4.1500000000000000E-003  -5.2182903518486351E-004   0.0000000000000000     
           0   9.7330778808571289E-013  -168768.92543019619       -155320.20744089381       -353.31733973851573        13095.400649563862       -50.005607534872944       0.10468661918178210        15.000000000000000        3375.0000000000000                2  -168763.49452812126        5.2343309590891181E-002   5.2343309590891160E-002  -50.005607534872944        38.431171485009870        4.1999999999999997E-003  -1.6091561703511549E-003   0.0000000000000000     
           0   9.7917037598678666E-013  -168772.71048624191       -155276.44374821387       -354.47537351527279        13141.791364512763       -50.006729032960564       0.10502974030082102        15.000000000000000        3375.0000000000000                2  -168763.64703109206        5.2514870150410731E-002   5.2514870150410412E-002  -50.006729032960564        38.441866549973355        4.2500000000000003E-003  -2.6854681925485946E-003   0.0000000000000000     
